ID Oddziału;Nazwa Oddziału;Typ Oddziału;Szpital (Nazwa);Miasto;ID Szpitala;Liczba Lekarzy na Oddziale;Data Utworzenia
dept_42_2;Blok operacyjny;Zabiegowy;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W SEJNACH;Sejny;hosp_42;0;2026-04-29T06:43:35.542Z
dept_42_3;Sterylizatornia;Zabiegowy;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W SEJNACH;Sejny;hosp_42;0;2026-04-29T06:43:35.542Z
dept_43_1;Oddział Chirurgiczny z Pododdziałem Ortopedycznym;Zabiegowy;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W SIEMIATYCZACH;Siemiatycze;hosp_43;0;2026-04-28T06:43:35.542Z
dept_43_2;Blok operacyjny;Zabiegowy;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W SIEMIATYCZACH;Siemiatycze;hosp_43;0;2026-04-28T06:43:35.542Z
dept_43_3;Sterylizatornia;Zabiegowy;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W SIEMIATYCZACH;Siemiatycze;hosp_43;0;2026-04-28T06:43:35.542Z
dept_44_1;Oddział Chirurgii Ogólnej;Zabiegowy;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W SOKÓŁCE;Sokółka;hosp_44;0;2026-04-27T06:43:35.542Z
dept_44_2;Blok operacyjny;Zabiegowy;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W SOKÓŁCE;Sokółka;hosp_44;0;2026-04-27T06:43:35.542Z
dept_44_3;Sterylizatornia;Zabiegowy;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W SOKOŁOWIE PODLASKIM;Sokółka;hosp_44;0;2026-04-27T06:43:35.542Z
dept_45_1;Oddział Chirurgii Dziecięcej;Zabiegowy;SZPITAL WOJEWÓDZKI IM. DR. LUDWIKA RYDYGIERA W SUWAŁKACH;Suwałki;hosp_45;1;2026-04-26T06:43:35.542Z
dept_45_2;Oddział Chirurgii Ogólnej z Pododdziałem Chirurgii Onkologicznej;Zabiegowy;SZPITAL WOJEWÓDZKI IM. DR. LUDWIKA RYDYGIERA W SUWAŁKACH;Suwałki;hosp_45;0;2026-04-26T06:43:35.542Z
dept_45_3;Oddział Urologiczny;Zabiegowy;SZPITAL WOJEWÓDZKI IM. DR. LUDWIKA RYDYGIERA W SUWAŁKACH;Suwałki;hosp_45;1;2026-04-26T06:43:35.542Z
dept_45_4;Blok operacyjny;Zabiegowy;SZPITAL WOJEWÓDZKI IM. DR. LUDWIKA RYDYGIERA W SUWAŁKACH;Suwałki;hosp_45;0;2026-04-26T06:43:35.542Z
dept_45_5;Sterylizatornia;Zabiegowy;SZPITAL WOJEWÓDZKI IM. DR. LUDWIKA RYDYGIERA W SUWAŁKACH;Suwałki;hosp_45;0;2026-04-26T06:43:35.542Z
dept_45_onco;Oddział Onkologiczny;Zachowawczy;SZPITAL WOJEWÓDZKI IM. DR. LUDWIKA RYDYGIERA W SUWAŁKACH;Suwałki;hosp_45;0;2026-08-18T06:43:35.542Z
dept_45_oph;Oddział Okulistyczny;Zabiegowy;SZPITAL WOJEWÓDZKI IM. DR. LUDWIKA RYDYGIERA W SUWAŁKACH;Suwałki;hosp_45;0;2026-08-18T06:43:35.542Z
dept_45_or;Blok Operacyjny;Zabiegowy;SZPITAL WOJEWÓDZKI IM. DR. LUDWIKA RYDYGIERA W SUWAŁKACH;Suwałki;hosp_45;0;2026-08-18T06:43:35.542Z
dept_45_pharmacy;Apteka Szpitalna;Diagnostyczny;SZPITAL WOJEWÓDZKI IM. DR. LUDWIKA RYDYGIERA W SUWAŁKACH;Suwałki;hosp_45;0;2026-08-18T06:43:35.542Z
dept_45_ster;Centralna Sterylizatornia;Diagnostyczny;SZPITAL WOJEWÓDZKI IM. DR. LUDWIKA RYDYGIERA W SUWAŁKACH;Suwałki;hosp_45;0;2026-08-18T06:43:35.542Z
dept_46_1;Oddział Chirurgiczny Ogólny;Zabiegowy;SZPITAL OGÓLNY W WYSOKIEM MAZOWIECKIEM;Wysokie Mazowieckie;hosp_46;0;2026-04-25T06:43:35.542Z
dept_46_2;Blok operacyjny;Zabiegowy;SZPITAL OGÓLNY W WYSOKIEM MAZOWIECKIEM;Wysokie Mazowieckie;hosp_46;0;2026-04-25T06:43:35.542Z
dept_46_3;Sterylizatornia;Zabiegowy;SZPITAL OGÓLNY W WYSOKIEM MAZOWIECKIEM;Wysokie Mazowieckie;hosp_46;0;2026-04-25T06:43:35.542Z
dept_47_1;Oddział Wieloprofilowy-Zabiegowy;Zabiegowy;SZPITAL POWIATOWY W ZAMBROWIE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Zambrów;hosp_47;0;2026-04-24T06:43:35.542Z
dept_47_2;Blok operacyjny;Zabiegowy;SZPITAL POWIATOWY W ZAMBROWIE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Zambrów;hosp_47;0;2026-04-24T06:43:35.542Z
dept_47_3;Sterylizatornia;Zabiegowy;SZPITAL POWIATOWY W ZAMBROWIE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Zambrów;hosp_47;0;2026-04-24T06:43:35.542Z
dept_48_1;Oddział Chirurgii Ogólnej i Małoinwazyjnej;Zabiegowy;SZPITAL POWIATOWY IM. JANA PAWŁA II W BARTOSZYCACH;Bartoszyce;hosp_48;0;2026-04-23T06:43:35.542Z
dept_48_2;Blok operacyjny;Zabiegowy;SZPITAL POWIATOWY IM. JANA PAWŁA II W BARTOSZYCACH;Bartoszyce;hosp_48;0;2026-04-23T06:43:35.542Z
dept_48_3;Sterylizatornia;Zabiegowy;SZPITAL POWIATOWY IM. JANA PAWŁA II W BARTOSZYCACH;Bartoszyce;hosp_48;0;2026-04-23T06:43:35.542Z
dept_49_1;Oddział Chirurgii Ogólnej;Zabiegowy;SZPITAL POWIATOWY IM. JANA MIKULICZA W BISKUPCU;Biskupiec;hosp_49;0;2026-04-22T06:43:35.542Z
dept_49_2;Blok operacyjny;Zabiegowy;SZPITAL POWIATOWY IM. JANA MIKULICZA W BISKUPCU;Biskupiec;hosp_49;0;2026-04-22T06:43:35.542Z
dept_49_3;Sterylizatornia;Zabiegowy;SZPITAL POWIATOWY IM. JANA MIKULICZA W BISKUPCU;Biskupiec;hosp_49;0;2026-04-22T06:43:35.542Z
dept_49_ster;Centralna Sterylizatornia;Diagnostyczny;SZPITAL POWIATOWY IM. JANA MIKULICZA W BISKUPCU;Biskupiec;hosp_49;0;2026-08-18T06:43:35.542Z
dept_4_1;Oddział Chirurgiczny Ogólny;Zabiegowy;6 SZPITAL WOJSKOWY Z PRZYCHODNIĄ SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ;Dęblin;hosp_4;0;2026-05-07T06:43:35.542Z
dept_4_2;Blok operacyjny;Zabiegowy;6 SZPITAL WOJSKOWY Z PRZYCHODNIĄ SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ;Dęblin;hosp_4;0;2026-05-07T06:43:35.542Z
dept_4_3;Sterylizatornia;Zabiegowy;6 SZPITAL WOJSKOWY Z PRZYCHODNIĄ SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ;Dęblin;hosp_4;0;2026-05-07T06:43:35.542Z
dept_50_1;Oddział Chirurgii Ogólnej z Pododdziałem Urologicznym;Zabiegowy;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W DZIAŁDOWIE;Działdowo;hosp_50;0;2026-04-21T06:43:35.542Z
dept_50_2;Blok operacyjny;Zabiegowy;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W DZIAŁDOWIE;Działdowo;hosp_50;0;2026-04-21T06:43:35.542Z
dept_50_3;Sterylizatornia;Zabiegowy;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W DZIAŁDOWIE;Działdowo;hosp_50;0;2026-04-21T06:43:35.542Z
dept_51_1;Oddział Chirurgii Ogólnej i Onkologicznej;Zabiegowy;SZPITAL MIEJSKI ŚW. JANA PAWŁA II W ELBLĄGU;Elbląg;hosp_51;2;2026-04-20T06:43:35.542Z
dept_51_2;Oddział Chirurgii Dziecięcej;Zabiegowy;SZPITAL MIEJSKI ŚW. JANA PAWŁA II W ELBLĄGU;Elbląg;hosp_51;2;2026-04-20T06:43:35.542Z
dept_51_3;Blok operacyjny;Zabiegowy;SZPITAL MIEJSKI ŚW. JANA PAWŁA II W ELBLĄGU;Elbląg;hosp_51;0;2026-04-20T06:43:35.542Z
dept_51_4;Sterylizatornia;Zabiegowy;SZPITAL MIEJSKI ŚW. JANA PAWŁA II W ELBLĄGU;Elbląg;hosp_51;0;2026-04-20T06:43:35.542Z
dept_52_1;Oddział Chirurgii Ogólnej z Pododdziałem Chirurgii Naczyniowej;Zabiegowy;WOJEWÓDZKI SZPITAL ZESPOLONY W ELBLĄGU;Elbląg;hosp_52;1;2026-04-19T06:43:35.542Z
dept_52_2;Oddział Chirurgii Onkologicznej z Pododdziałem Chirurgii Piersi;Zabiegowy;WOJEWÓDZKI SZPITAL ZESPOLONY W ELBLĄGU;Elbląg;hosp_52;1;2026-04-19T06:43:35.542Z
dept_52_3;Oddział Neurochirurgii, Neurotraumatologii i Chirurgii Kręgosłupa;Zabiegowy;WOJEWÓDZKI SZPITAL ZESPOLONY W ELBLĄGU;Elbląg;hosp_52;6;2026-04-19T06:43:35.542Z
dept_52_4;Oddział Urologiczny;Zabiegowy;WOJEWÓDZKI SZPITAL ZESPOLONY W ELBLĄGU;Elbląg;hosp_52;0;2026-04-19T06:43:35.542Z
dept_52_5;Blok operacyjny;Zabiegowy;WOJEWÓDZKI SZPITAL ZESPOLONY W ELBLĄGU;Elbląg;hosp_52;2;2026-04-19T06:43:35.542Z
dept_52_6;Sterylizatornia;Zabiegowy;WOJEWÓDZKI SZPITAL ZESPOLONY W ELBLĄGU;Elbląg;hosp_52;2;2026-04-19T06:43:35.542Z
dept_53_1;Oddział Chirurgii Ogólnej;Zabiegowy;"""PRO-MEDICA"" W EŁKU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Ełk;hosp_53;4;2026-04-18T06:43:35.542Z
dept_53_2;Blok operacyjny;Zabiegowy;"""PRO-MEDICA"" W EŁKU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Ełk;hosp_53;1;2026-04-18T06:43:35.542Z
dept_53_3;Sterylizatornia;Zabiegowy;"""PRO-MEDICA"" W EŁKU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Ełk;hosp_53;2;2026-04-18T06:43:35.542Z
dept_54_1;Oddział Chirurgiczny Ogólny;Zabiegowy;118 SZPITAL WOJSKOWY Z PRZYCHODNIĄ SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W EŁKU;Ełk;hosp_54;1;2026-04-17T06:43:35.542Z
dept_54_2;Oddział Neurochirurgiczny;Zabiegowy;118 SZPITAL WOJSKOWY Z PRZYCHODNIĄ SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W EŁKU;Ełk;hosp_54;1;2026-04-17T06:43:35.542Z
dept_54_3;Oddział Chirurgii Naczyniowej;Zabiegowy;118 SZPITAL WOJSKOWY Z PRZYCHODNIĄ SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W EŁKU;Ełk;hosp_54;1;2026-04-17T06:43:35.542Z
dept_54_4;Blok operacyjny;Zabiegowy;118 SZPITAL WOJSKOWY Z PRZYCHODNIĄ SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W EŁKU;Ełk;hosp_54;1;2026-04-17T06:43:35.542Z
dept_54_5;Sterylizatornia;Zabiegowy;118 SZPITAL WOJSKOWY Z PRZYCHODNIĄ SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W EŁKU;Ełk;hosp_54;2;2026-04-17T06:43:35.542Z
dept_55_1;Oddział Chirurgii Ogólnej;Zabiegowy;GIŻYCKA OCHRONA ZDROWIA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Giżycko;hosp_55;1;2026-04-16T06:43:35.542Z
dept_55_2;Oddział Urologiczny;Zabiegowy;GIŻYCKA OCHRONA ZDROWIA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Giżycko;hosp_55;1;2026-04-16T06:43:35.542Z
dept_55_3;Blok operacyjny;Zabiegowy;GIŻYCKA OCHRONA ZDROWIA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Giżycko;hosp_55;1;2026-04-16T06:43:35.542Z
dept_55_4;Sterylizatornia;Zabiegowy;GIŻYCKA OCHRONA ZDROWIA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Giżycko;hosp_55;1;2026-04-16T06:43:35.542Z
dept_56_1;Oddział Chirurgii Ogólnej-Hospitalizacja Jednodniowa;Zabiegowy;GOLDMEDICA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Gołdap;hosp_56;0;2026-04-15T06:43:35.542Z
dept_56_2;Blok operacyjny;Zabiegowy;GOLDMEDICA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Gołdap;hosp_56;0;2026-04-15T06:43:35.542Z
dept_56_3;Sterylizatornia;Zabiegowy;GOLDMEDICA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Gołdap;hosp_56;0;2026-04-15T06:43:35.542Z
dept_57_1;Oddział Chirurgiczny Ogólny;Zabiegowy;POWIATOWY SZPITAL IM. WŁADYSŁAWA BIEGAŃSKIEGO W IŁAWIE;Iława;hosp_57;0;2026-04-14T06:43:35.542Z
dept_57_2;Blok operacyjny;Zabiegowy;POWIATOWY SZPITAL IM. WŁADYSŁAWA BIEGAŃSKIEGO W IŁAWIE;Iława;hosp_57;0;2026-04-14T06:43:35.542Z
dept_57_3;Sterylizatornia;Zabiegowy;POWIATOWY SZPITAL IM. WŁADYSŁAWA BIEGAŃSKIEGO W IŁAWIE;Iława;hosp_57;0;2026-04-14T06:43:35.542Z
dept_58_1;Oddział Chirurgii Ogólnej;Zabiegowy;SZPITAL POWIATOWY W KĘTRZYNIE;Kętrzyn;hosp_58;0;2026-04-13T06:43:35.542Z
dept_58_2;Blok operacyjny;Zabiegowy;SZPITAL POWIATOWY W KĘTRZYNIE;Kętrzyn;hosp_58;0;2026-04-13T06:43:35.542Z
dept_58_3;Sterylizatornia;Zabiegowy;SZPITAL POWIATOWY W KĘTRZYNIE;Kętrzyn;hosp_58;0;2026-04-13T06:43:35.542Z
dept_59_1;Oddział Chirurgiczny Ogólny;Zabiegowy;SZPITAL MIEJSKI W MORĄGU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Morąg;hosp_59;0;2026-04-12T06:43:35.542Z
dept_59_2;Blok operacyjny;Zabiegowy;SZPITAL MIEJSKI W MORĄGU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Morąg;hosp_59;0;2026-04-12T06:43:35.542Z
dept_59_3;Sterylizatornia;Zabiegowy;SZPITAL MIEJSKI W MORĄGU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Morąg;hosp_59;0;2026-04-12T06:43:35.542Z
dept_5_1;Oddział Chirurgiczny;Zabiegowy;SAMODZIELNY PUBLICZNY ZESPÓŁ OPIEKI ZDROWOTNEJ W HRUBIESZOWIE;Hrubieszów;hosp_5;0;2026-05-06T06:43:35.542Z
dept_5_2;Blok operacyjny;Zabiegowy;SAMODZIELNY PUBLICZNY ZESPÓŁ OPIEKI ZDROWOTNEJ W HRUBIESZOWIE;Hrubieszów;hosp_5;0;2026-05-06T06:43:35.542Z
dept_5_3;Sterylizatornia;Zabiegowy;SAMODZIELNY PUBLICZNY ZESPÓŁ OPIEKI ZDROWOTNEJ W HRUBIESZOWIE;Hrubieszów;hosp_5;0;2026-05-06T06:43:35.542Z
dept_60_1;Oddział Chirurgiczny;Zabiegowy;SZPITAL MRĄGOWSKI IM. MICHAŁA KAJKI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Mrągowo;hosp_60;0;2026-04-11T06:43:35.542Z
dept_60_2;Blok operacyjny;Zabiegowy;SZPITAL MRĄGOWSKI IM. MICHAŁA KAJKI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Mrągowo;hosp_60;0;2026-04-11T06:43:35.542Z
dept_60_3;Sterylizatornia;Zabiegowy;SZPITAL MRĄGOWSKI IM. MICHAŁA KAJKI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Mrągowo;hosp_60;0;2026-04-11T06:43:35.542Z
dept_61_1;Oddział Chirurgiczny Ogólny;Zabiegowy;ZESPÓŁ OPIEKI ZDROWOTNEJ W NIDZICY;Nidzica;hosp_61;0;2026-05-10T06:43:35.542Z
dept_61_2;Blok operacyjny;Zabiegowy;ZESPÓŁ OPIEKI ZDROWOTNEJ W NIDZICY;Nidzica;hosp_61;0;2026-05-10T06:43:35.542Z
dept_61_3;Sterylizatornia;Zabiegowy;ZESPÓŁ OPIEKI ZDROWOTNEJ W NIDZICY;Nidzica;hosp_61;0;2026-05-10T06:43:35.542Z
dept_62_1;Oddział Chirurgiczny;Zabiegowy;SZPITAL POWIATOWY W NOWYM MIEŚCIE LUBAWSKIM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Nowe Miasto Lubawskie;hosp_62;0;2026-05-09T06:43:35.542Z
dept_62_2;Blok operacyjny;Zabiegowy;SZPITAL POWIATOWY W NOWYM MIEŚCIE LUBAWSKIM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Nowe Miasto Lubawskie;hosp_62;0;2026-05-09T06:43:35.542Z
dept_62_3;Sterylizatornia;Zabiegowy;SZPITAL POWIATOWY W NOWYM MIEŚCIE LUBAWSKIM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Nowe Miasto Lubawskie;hosp_62;0;2026-05-09T06:43:35.542Z
dept_63_1;Oddział Chirurgiczny;Zabiegowy;"""OLMEDICA W OLECKU - SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ""";Olecko;hosp_63;0;2026-05-08T06:43:35.542Z
dept_63_2;Blok operacyjny;Zabiegowy;"""OLMEDICA W OLECKU - SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ""";Olecko;hosp_63;0;2026-05-08T06:43:35.542Z
dept_63_3;Sterylizatornia;Zabiegowy;"""OLMEDICA W OLECKU - SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ""";Olecko;hosp_63;0;2026-05-08T06:43:35.542Z
dept_64_1;Oddział Chirurgii Ogólnej;Zabiegowy;MIEJSKI SZPITAL ZESPOLONY W OLSZTYNIE;Olsztyn;hosp_64;0;2026-05-07T06:43:35.542Z
dept_64_2;Oddział Urologii i Onkologii Urologicznej;Zabiegowy;MIEJSKI SZPITAL ZESPOLONY W OLSZTYNIE;Olsztyn;hosp_64;1;2026-05-07T06:43:35.542Z
dept_64_3;Blok operacyjny;Zabiegowy;MIEJSKI SZPITAL ZESPOLONY W OLSZTYNIE;Olsztyn;hosp_64;0;2026-05-07T06:43:35.542Z
dept_64_4;Sterylizatornia;Zabiegowy;MIEJSKI SZPITAL ZESPOLONY W OLSZTYNIE;Olsztyn;hosp_64;0;2026-05-07T06:43:35.542Z
dept_65_1;Klinika Chirurgii Onkologicznej;Zabiegowy;SZPITAL KLINICZNY MINISTERSTWA SPRAW WEWNĘTRZNYCH I ADMINISTRACJI Z WARMIŃSKO-MAZURSKIM CENTRUM ONKOLOGII W OLSZTYNIE;Olsztyn;hosp_65;1;2026-05-06T06:43:35.542Z
dept_65_2;Klinika Urologii i Onkologii Urologicznej;Zabiegowy;SZPITAL KLINICZNY MINISTERSTWA SPRAW WEWNĘTRZNYCH I ADMINISTRACJI Z WARMIŃSKO-MAZURSKIM CENTRUM ONKOLOGII W OLSZTYNIE;Olsztyn;hosp_65;1;2026-05-06T06:43:35.542Z
dept_65_3;Oddział Kliniczny Chirurgii Ogólnej z Pododdziałem Chorób Piersi;Zabiegowy;SZPITAL KLINICZNY MINISTERSTWA SPRAW WEWNĘTRZNYCH I ADMINISTRACJI Z WARMIŃSKO-MAZURSKIM CENTRUM ONKOLOGII W OLSZTYNIE;Olsztyn;hosp_65;1;2026-05-06T06:43:35.542Z
dept_65_4;Blok operacyjny;Zabiegowy;SZPITAL KLINICZNY MINISTERSTWA SPRAW WEWNĘTRZNYCH I ADMINISTRACJI Z WARMIŃSKO-MAZURSKIM CENTRUM ONKOLOGII W OLSZTYNIE;Olsztyn;hosp_65;0;2026-05-06T06:43:35.542Z
dept_65_5;Sterylizatornia;Zabiegowy;SZPITAL KLINICZNY MINISTERSTWA SPRAW WEWNĘTRZNYCH I ADMINISTRACJI Z WARMIŃSKO-MAZURSKIM CENTRUM ONKOLOGII W OLSZTYNIE;Olsztyn;hosp_65;0;2026-05-06T06:43:35.542Z
dept_66_1;Klinika Chirurgii Onkologicznej i Ogólnej z Pododdziałem Urologicznym;Zabiegowy;UNIWERSYTECKI SZPITAL KLINICZNY W OLSZNIE;Olsztyn;hosp_66;0;2026-05-05T06:43:35.542Z
dept_66_2;Klinika Neurochirurgii;Zabiegowy;UNIWERSYTECKI SZPITAL KLINICZNY W OLSZNIE;Olsztyn;hosp_66;0;2026-05-05T06:43:35.542Z
dept_66_3;Blok operacyjny;Zabiegowy;UNIWERSYTECKI SZPITAL KLINICZNY W OLSZNIE;Olsztyn;hosp_66;0;2026-05-05T06:43:35.542Z
dept_66_4;Sterylizatornia;Zabiegowy;UNIWERSYTECKI SZPITAL KLINICZNY W OLSZNIE;Olsztyn;hosp_66;0;2026-05-05T06:43:35.542Z
dept_67_1;Oddział Chirurgii Klatki Piersiowej;Zabiegowy;WARMIŃSKO-MAZURSKIE CENTRUM CHORÓB PŁUC W OLSZTYNIE;Olsztyn;hosp_67;0;2026-05-04T06:43:35.542Z
dept_67_2;Blok operacyjny;Zabiegowy;WARMIŃSKO-MAZURSKIE CENTRUM CHORÓB PŁUC W OLSZTYNIE;Olsztyn;hosp_67;0;2026-05-04T06:43:35.542Z
dept_67_3;Sterylizatornia;Zabiegowy;WARMIŃSKO-MAZURSKIE CENTRUM CHORÓB PŁUC W OLSZTYNIE;Olsztyn;hosp_67;0;2026-05-04T06:43:35.542Z
dept_68_1;Oddział Kliniczny Chirurgii i Urologii Dziecięcej z Ośrodkiem Leczenia Zmian Naczyniowych;Zabiegowy;WOJEWÓDZKI SPECJALISTYCZNY SZPITAL DZIECIĘCY IM. PROF. DR STANISŁAWA POPOWSKIEGO W OLSZTYNIE;Olsztyn;hosp_68;0;2026-05-03T06:43:35.542Z
dept_68_2;Blok operacyjny;Zabiegowy;WOJEWÓDZKI SPECJALISTYCZNY SZPITAL DZIECIĘCY IM. PROF. DR STANISŁAWA POPOWSKIEGO W OLSZTYNIE;Olsztyn;hosp_68;0;2026-05-03T06:43:35.542Z
dept_68_3;Sterylizatornia;Zabiegowy;WOJEWÓDZKI SPECJALISTYCZNY SZPITAL DZIECIĘCY IM. PROF. DR STANISŁAWA POPOWSKIEGO W OLSZTYNIE;Olsztyn;hosp_68;0;2026-05-03T06:43:35.542Z
dept_69_1;Oddział Chirurgiczny Ogólny;Zabiegowy;WOJEWÓDZKI SZPITAL SPECJALISTYCZNY W OLSZTYNIE;Olsztyn;hosp_69;0;2026-05-02T06:43:35.542Z
dept_69_2;Oddział Chirurgii Plastycznej;Zabiegowy;WOJEWÓDZKI SZPITAL SPECJALISTYCZNY W OLSZTYNIE;Olsztyn;hosp_69;1;2026-05-02T06:43:35.542Z
dept_69_3;Oddział Kardiochirurgiczny;Zabiegowy;WOJEWÓDZKI SZPITAL SPECJALISTYCZNY W OLSZTYNIE;Olsztyn;hosp_69;0;2026-05-02T06:43:35.542Z
dept_69_4;Oddział Kliniczny Chirurgii Naczyniowej;Zabiegowy;WOJEWÓDZKI SZPITAL SPECJALISTYCZNY W OLSZTYNIE;Olsztyn;hosp_69;0;2026-05-02T06:43:35.542Z
dept_69_5;Oddział Neurochirurgiczny;Zabiegowy;WOJEWÓDZKI SZPITAL SPECJALISTYCZNY W OLSZTYNIE;Olsztyn;hosp_69;3;2026-05-02T06:43:35.542Z
dept_69_6;Oddział Transplantologiczny;Zabiegowy;WOJEWÓDZKI SZPITAL SPECJALISTYCZNY W OLSZTYNIE;Olsztyn;hosp_69;0;2026-05-02T06:43:35.542Z
dept_69_7;Blok operacyjny;Zabiegowy;WOJEWÓDZKI SZPITAL SPECJALISTYCZNY W OLSZTYNIE;Olsztyn;hosp_69;0;2026-05-02T06:43:35.542Z
dept_69_8;Sterylizatornia;Zabiegowy;WOJEWÓDZKI SZPITAL SPECJALISTYCZNY W OLSZTYNIE;Olsztyn;hosp_69;0;2026-05-02T06:43:35.542Z
dept_6_1;Oddział Chirurgii Ogólnej;Zabiegowy;SAMODZIELNY PUBLICZNY ZESPÓŁ ZAKŁADÓW OPIEKI ZDROWOTNEJ W JANOWIE LUBELSKIM;Janów Lubelski;hosp_6;0;2026-05-05T06:43:35.542Z
dept_6_2;Blok operacyjny;Zabiegowy;SAMODZIELNY PUBLICZNY ZESPÓŁ ZAKŁADÓW OPIEKI ZDROWOTNEJ W JANOWIE LUBELSKIM;Janów Lubelski;hosp_6;0;2026-05-05T06:43:35.542Z
dept_6_3;Sterylizatornia;Zabiegowy;SAMODZIELNY PUBLICZNY ZESPÓŁ ZAKŁADÓW OPIEKI ZDROWOTNEJ W JANOWIE LUBELSKIM;Janów Lubelski;hosp_6;0;2026-05-05T06:43:35.542Z
dept_70_1;Oddział Chirurgii Ogólnej z Pododdziałem Urologii;Zabiegowy;SZPITAL W OSTRÓDZIE SPÓŁKA AKCYJNA;Ostróda;hosp_70;0;2026-05-01T06:43:35.542Z
dept_70_2;Blok operacyjny;Zabiegowy;SZPITAL W OSTRÓDZIE SPÓŁKA AKCYJNA;Ostróda;hosp_70;0;2026-05-01T06:43:35.542Z
dept_70_3;Sterylizatornia;Zabiegowy;SZPITAL W OSTRÓDZIE SPÓŁKA AKCYJNA;Ostróda;hosp_70;0;2026-05-01T06:43:35.542Z
dept_71_1;Oddział Chirurgii Ogólnej;Zabiegowy;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ SZPITAL POWIATOWY W PISZU;Pisz;hosp_71;1;2026-04-30T06:43:35.542Z
dept_71_2;Blok operacyjny;Zabiegowy;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ SZPITAL POWIATOWY W PISZU;Pisz;hosp_71;0;2026-04-30T06:43:35.542Z
dept_71_3;Sterylizatornia;Zabiegowy;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ SZPITAL POWIATOWY W PISZU;Pisz;hosp_71;0;2026-04-30T06:43:35.542Z
