ID Oddziału;Nazwa Oddziału;Typ Oddziału;Szpital (Nazwa);Miasto;ID Szpitala;Liczba Lekarzy na Oddziale;Data Utworzenia
dept_3_2;Oddział Urologiczny;Zabiegowy;SAMODZIELNY PUBLICZNY WOJEWÓDZKI SZPITAL SPECJALISTYCZNY W CHEŁMIE;Chełm;hosp_3;0;2026-05-08T06:43:35.542Z
dept_3_3;Blok operacyjny;Zabiegowy;SAMODZIELNY PUBLICZNY WOJEWÓDZKI SZPITAL SPECJALISTYCZNY W CHEŁMIE;Chełm;hosp_3;0;2026-05-08T06:43:35.542Z
dept_3_4;Sterylizatornia;Zabiegowy;SAMODZIELNY PUBLICZNY WOJEWÓDZKI SZPITAL SPECJALISTYCZNY W CHEŁMIE;Chełm;hosp_3;0;2026-05-08T06:43:35.542Z
dept_40_1;Oddział Chirurgiczny z Pododdziałem Chirurgii Onkologicznej i Naczyniowej;Zabiegowy;SZPITAL WOJEWÓDZKI IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W ŁOMŻY;Łomża;hosp_40;0;2026-05-01T06:43:35.542Z
dept_40_2;Oddział Urologii i Urologii Onkologicznej;Zabiegowy;SZPITAL WOJEWÓDZKI IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W ŁOMŻY;Łomża;hosp_40;0;2026-05-01T06:43:35.542Z
dept_40_3;Blok operacyjny;Zabiegowy;SZPITAL WOJEWÓDZKI IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W ŁOMŻY;Łomża;hosp_40;0;2026-05-01T06:43:35.542Z
dept_40_4;Sterylizatornia;Zabiegowy;SZPITAL WOJEWÓDZKI IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W ŁOMŻY;Łomża;hosp_40;0;2026-05-01T06:43:35.542Z
dept_41_1;Oddział Chirurgiczny Ogólny z Łóżkami Leczenia Bólu;Zabiegowy;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W MOŃKACH;Mońki;hosp_41;0;2026-04-30T06:43:35.542Z
dept_41_2;Blok operacyjny;Zabiegowy;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W MOŃKACH;Mońki;hosp_41;0;2026-04-30T06:43:35.542Z
dept_41_3;Sterylizatornia;Zabiegowy;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W MOŃKACH;Mońki;hosp_41;0;2026-04-30T06:43:35.542Z
dept_42_1;Oddział Chirurgiczny;Zabiegowy;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W SEJNACH;Sejny;hosp_42;0;2026-04-29T06:43:35.542Z
